id,Parent Path,complete Name,name,plankton_id,Plankton Breadcrumbs,Level Match?,Plankton Level,parent_id,query
3967,1548/3967/,Internal Licensing / Merchandise Vdr Licensing,Merchandise Vdr Licensing,3428068,Software & Licensing > Internal Licensing > Merchandise Vdr Licensing,Not Match,3,3428036,update product_category set plankton_id='3428068' where id=3967;
3955,3955/,Internal Makanan & Kebutuhan,Internal Makanan & Kebutuhan,3440706,Makanan & Kebutuhan Harian > Internal Makanan & Kebutuhan,Not Match,2,3440283,update product_category set plankton_id='3440706' where id=3955;
4519,866/1519/4516/4519/,Aksesoris Gadget & Komputer / Storage Internal / Solid State Drive / Ssd Internal / SSD NVMe,SSD NVMe,3417777,Aksesoris Gadget & Komputer > Storage Internal > Solid State Drive / Ssd Internal > Ssd NVMe,Match,4,3417729,update product_category set plankton_id='3417777' where id=4519;
4228,3955/4228/,Internal Makanan & Kebutuhan / Dump Makanan & Kebutuhan Harian,Dump Makanan & Kebutuhan Harian,3440722,Makanan & Kebutuhan Harian > Internal Makanan & Kebutuhan > Dump Makanan & Kebutuhan Harian,Not Match,3,3440706,update product_category set plankton_id='3440722' where id=4228;
9,8/9/,Admin Fee / Admin Fee,Admin Fee,,,-,-,,
18,18/,Access Barriers and Crowd Control,Access Barriers and Crowd Control,6910008974,Safety & Security > Security > Access Barriers and Crowd Control,Not Match,3,6829669156,update product_category set plankton_id='6910008974' where id=18;
3956,3955/3956/,Internal Makanan & Kebutuhan / Merchandise Vdr Makanan & Kebutuhan Harian,Merchandise Vdr Makanan & Kebutuhan Harian,3440738,Makanan & Kebutuhan Harian > Internal Makanan & Kebutuhan > Merchandise Vdr Makanan & Kebutuhan Harian,Not Match,3,3440706,update product_category set plankton_id='3440738' where id=3956;
1051,1051/,Internal Network and Security System,Internal Network and Security System,3454560,Network and Security System > Internal Network and Security System,Not Match,2,3453120,update product_category set plankton_id='3454560' where id=1051;
3789,1051/3789/,Internal Network and Security System / Dump Network and Security System,Dump Network and Security System,3454592,Network and Security System > Internal Network and Security System > Dump Network and Security System,Not Match,3,3454560,update product_category set plankton_id='3454592' where id=3789;
1052,1051/1052/,Internal Network and Security System / Merchandise Vdr Network and Security System,Merchandise Vdr Network and Security System,3454576,Network and Security System > Internal Network and Security System > Merchandise Vdr Network and Security System,Not Match,3,3454560,update product_category set plankton_id='3454576' where id=1052;
2219,2219/,Internal Peralatan Dapur,Internal Peralatan Dapur,3431896,Peralatan Dapur & Rumah Tangga > Internal Peralatan Dapur,Not Match,2,3428367,update product_category set plankton_id='3431896' where id=2219;
4144,2219/4144/,Internal Peralatan Dapur / Dump Perlatan Dapur,Dump Perlatan Dapur,3431928,Peralatan Dapur & Rumah Tangga > Internal Peralatan Dapur > Dump Perlatan Dapur,Not Match,3,3431896,update product_category set plankton_id='3431928' where id=4144;
2220,2219/2220/,Internal Peralatan Dapur / Merchandise Vdr Peralatan Dapur,Merchandise Vdr Peralatan Dapur,3431912,Peralatan Dapur & Rumah Tangga > Internal Peralatan Dapur > Merchandise Vdr Peralatan Dapur,Not Match,3,3431896,update product_category set plankton_id='3431912' where id=2220;
3537,3537/,Internal Peralatan Kantor,Internal Peralatan Kantor,3456194,Peralatan Kantor > Internal Peralatan Kantor,Not Match,2,3454674,update product_category set plankton_id='3456194' where id=3537;
4047,3537/4047/,Internal Peralatan Kantor / Dump Peralatan Kantor,Dump Peralatan Kantor,3456226,Peralatan Kantor > Internal Peralatan Kantor > Dump Peralatan Kantor,Not Match,3,3456194,update product_category set plankton_id='3456226' where id=4047;
3538,3537/3538/,Internal Peralatan Kantor / Merchandise Vdr Peralatan Kantor,Merchandise Vdr Peralatan Kantor,3456210,Peralatan Kantor > Internal Peralatan Kantor > Merchandise Vdr Peralatan Kantor,Not Match,3,3456194,update product_category set plankton_id='3456210' where id=3538;
2066,2066/,Internal Peripheral and Accesory,Internal Peripheral and Accesory,3419539,Aksesoris Gadget & Komputer > Internal Peripheral and Accesory,Not Match,2,3415416,update product_category set plankton_id='3419539' where id=2066;
2067,2066/2067/,Internal Peripheral and Accesory / Dump Peripheral and Accesory,Dump Peripheral and Accesory,3419571,Aksesoris Gadget & Komputer > Internal Peripheral and Accesory > Dump Peripheral and Accesory,Not Match,3,3419539,update product_category set plankton_id='3419571' where id=2067;
2891,2066/2891/,Internal Peripheral and Accesory / Merchandise Vdr Peripheral and Accessory,Merchandise Vdr Peripheral and Accessory,3419555,Aksesoris Gadget & Komputer > Internal Peripheral and Accesory > Merchandise Vdr Peripheral and Accessory,Not Match,3,3419539,update product_category set plankton_id='3419555' where id=2891;
149,149/,Internal Perkakas & Peralatan Lab,Internal Perkakas & Peralatan Lab,,,-,-,,
150,149/150/,Internal Perkakas & Peralatan Lab / Dump Perkakas & Peralatan Lab,Dump Perkakas & Peralatan Lab,,,-,-,,
2073,149/2073/,Internal Perkakas & Peralatan Lab / Merchandise Vdr Perkakas & Peralatan Lab,Merchandise Vdr Perkakas & Peralatan Lab,,,-,-,,
3293,3293/,Internal Power and Rack System,Internal Power and Rack System,3453070,Power and Rack System > Internal Power and Rack System,Not Match,2,3452398,update product_category set plankton_id='3453070' where id=3293;
3539,3293/3539/,Internal Power and Rack System / Dump Power and Rack System,Dump Power and Rack System,3453102,Power and Rack System > Internal Power and Rack System > Dump Power and Rack System,Not Match,3,3453070,update product_category set plankton_id='3453102' where id=3539;
3294,3293/3294/,Internal Power and Rack System / Merchandise Vdr Power and Rack System,Merchandise Vdr Power and Rack System,3453086,Power and Rack System > Internal Power and Rack System > Merchandise Vdr Power and Rack System,Not Match,3,3453070,update product_category set plankton_id='3453086' where id=3294;
903,903/,"Internal Printer, Scanner & Supplies","Internal Printer, Scanner & Supplies",3464639,"Printer, Scanner & Supplies > Internal Printer, Scanner & Supplies",Not Match,2,3463544,update product_category set plankton_id='3464639' where id=903;
904,903/904/,"Internal Printer, Scanner & Supplies / Dump Printer, Scanner & Supplies","Dump Printer, Scanner & Supplies",3464655,"Printer, Scanner & Supplies > Internal Printer, Scanner & Supplies > Dump Printer, Scanner & Supplies",Not Match,3,3464639,update product_category set plankton_id='3464655' where id=904;
2048,903/2048/,"Internal Printer, Scanner & Supplies / Merchandise Vdr Printer, Scanner & Supplies","Merchandise Vdr Printer, Scanner & Supplies",3464671,"Printer, Scanner & Supplies > Internal Printer, Scanner & Supplies > Merchandise Vdr Printer, Scanner & Supplies",Not Match,3,3464639,update product_category set plankton_id='3464671' where id=2048;
239,239/,Internal Printing and Digital Imaging,Internal Printing and Digital Imaging,3457044,Printing and Digital Imaging > Internal Printing and Digital Imaging,Not Match,2,3456516,update product_category set plankton_id='3457044' where id=239;
3628,239/3628/,Internal Printing and Digital Imaging / Dump Printing and Digital Imaging,Dump Printing and Digital Imaging,3457076,Printing and Digital Imaging > Internal Printing and Digital Imaging > Dump Printing and Digital Imaging,Not Match,3,3457044,update product_category set plankton_id='3457076' where id=3628;
240,239/240/,Internal Printing and Digital Imaging / Merchandise Vdr Printing and Digital Imaging,Merchandise Vdr Printing and Digital Imaging,3457060,Printing and Digital Imaging > Internal Printing and Digital Imaging > Merchandise Vdr Printing and Digital Imaging,Not Match,3,3457044,update product_category set plankton_id='3457060' where id=240;
1017,1017/,Internal Server and Data Storage,Internal Server and Data Storage,3452348,Server and Data Storage > Internal Server and Data Storage,Not Match,2,3451477,update product_category set plankton_id='3452348' where id=1017;
2138,1017/2138/,Internal Server and Data Storage / Dump Server and Data Storage,Dump Server and Data Storage,3452380,Server and Data Storage > Internal Server and Data Storage > Dump Server and Data Storage,Not Match,3,3452348,update product_category set plankton_id='3452380' where id=2138;
1018,1017/1018/,Internal Server and Data Storage / Merchandise Vdr Server and Data Storage,Merchandise Vdr Server and Data Storage,3452364,Server and Data Storage > Internal Server and Data Storage > Merchandise Vdr Server and Data Storage,Not Match,3,3452348,update product_category set plankton_id='3452364' where id=1018;
768,768/,Internal Tv and Home Audio Video,Internal Tv and Home Audio Video,3440233,Tv and Home Audio Video > Internal Tv and Home Audio Video,Not Match,2,3439657,update product_category set plankton_id='3440233' where id=768;
769,768/769/,Internal Tv and Home Audio Video / Dump Tv and Home Audio Video,Dump Tv and Home Audio Video,3440265,Tv and Home Audio Video > Internal Tv and Home Audio Video > Dump Tv and Home Audio Video,Not Match,3,3440233,update product_category set plankton_id='3440265' where id=769;
3273,768/3273/,Internal Tv and Home Audio Video / Merchandise Vdr Tv and Home Audio Video,Merchandise Vdr Tv and Home Audio Video,3440249,Tv and Home Audio Video > Internal Tv and Home Audio Video > Merchandise Vdr Tv and Home Audio Video,Not Match,3,3440233,update product_category set plankton_id='3440249' where id=3273;
968,968/,Ip Camera and Accessory,Ip Camera and Accessory,3454288,Network and Security System > Network Security > Ip Camera and Accessory,Not Match,3,3454224,update product_category set plankton_id='3454288' where id=968;
3518,968/3518/,Ip Camera and Accessory / IP Camera Recorder,IP Camera Recorder,6285560394,Network and Security System > Network Security > Ip Camera and Accessory > IP Camera Recorder,Not Match,4,3454288,update product_category set plankton_id='6285560394' where id=3518;
3495,968/3495/,Ip Camera and Accessory / Ip Camera,Ip Camera,3454304,Network and Security System > Network Security > Ip Camera and Accessory > Ip Camera,Not Match,4,3454288,update product_category set plankton_id='3454304' where id=3495;
969,968/969/,Ip Camera and Accessory / Ip Camera Accessory,Ip Camera Accessory,3454320,Network and Security System > Network Security > Ip Camera and Accessory > Ip Camera Accessory,Not Match,4,3454288,update product_category set plankton_id='3454320' where id=969;
1774,692/4513/1774/,Industrial Manufacturing and Processing Machinery and Accessories / Welding Machinery and Accessories / Welding Machinery,Welding Machinery,6831036265,Industrial Manufacturing and Processing Machinery and Accessories > Welding Machinery and Accessories > Welding Machinery,Match,3,11127985500,update product_category set plankton_id='6831036265' where id=1774;
4377,4365/4377/,Digital / DOWN PAYMENT Domestic,DOWN PAYMENT Domestic,,,-,-,,
2312,2312/,Ip Phone and Accessory,Ip Phone and Accessory,3454416,Network and Security System > Ip Phone and Accessory,Not Match,2,3453120,update product_category set plankton_id='3454416' where id=2312;
2313,2312/2313/,Ip Phone and Accessory / Ip Phone,Ip Phone,3454432,Network and Security System > Ip Phone and Accessory > Ip Phone,Not Match,3,3454416,update product_category set plankton_id='3454432' where id=2313;
3982,2312/3982/,Ip Phone and Accessory / Ip Phone Accessory,Ip Phone Accessory,3454448,Network and Security System > Ip Phone and Accessory > Ip Phone Accessory,Not Match,3,3454416,update product_category set plankton_id='3454448' where id=3982;
246,246/,Isi Ulang Telepon Seluler,Isi Ulang Telepon Seluler,3464697,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler,Not Match,2,3464689,update product_category set plankton_id='3464697' where id=246;
4101,246/4101/,Isi Ulang Telepon Seluler / Bolt,Bolt,2600247420,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > Bolt,Not Match,3,3464697,update product_category set plankton_id='2600247420' where id=4101;
247,246/247/,Isi Ulang Telepon Seluler / Indosat,Indosat,3464728,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > Indosat,Not Match,3,3464697,update product_category set plankton_id='3464728' where id=247;
307,246/307/,Isi Ulang Telepon Seluler / Smartfren,Smartfren,12150785,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > Smartfren,Not Match,3,3464697,update product_category set plankton_id='12150785' where id=307;
3673,246/3673/,Isi Ulang Telepon Seluler / Telkomsel,Telkomsel,3464712,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > Telkomsel,Not Match,3,3464697,update product_category set plankton_id='3464712' where id=3673;
315,246/315/,Isi Ulang Telepon Seluler / Tri,Tri,15026193,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > Tri,Not Match,3,3464697,update product_category set plankton_id='15026193' where id=315;
2829,246/2829/,Isi Ulang Telepon Seluler / XL,XL,3464744,Produk Prabayar & Voucher > Isi Ulang Telepon Seluler > XL,Not Match,3,3464697,update product_category set plankton_id='3464744' where id=2829;
2699,1636/2699/,Jack / Bottle Jack,Bottle Jack,7085813949,Automotive > Otomotive Sparepart & Consumeable > Jack > Bottle Jack,Not Match,4,7085803043,update product_category set plankton_id='7085813949' where id=2699;
3796,1636/3796/,Jack / Floor Jack,Floor Jack,7172256606,Automotive > Otomotive Sparepart & Consumeable > Jack > Floor Jack,Not Match,4,7085803043,update product_category set plankton_id='7172256606' where id=3796;
2556,1636/2556/,Jack / High Lift Jack,High Lift Jack,7172256139,Automotive > Otomotive Sparepart & Consumeable > Jack > High Lift Jack,Not Match,4,7085803043,update product_category set plankton_id='7172256139' where id=2556;
3295,1636/3295/,Jack / Hydraulic Jack,Hydraulic Jack,7085819831,Automotive > Otomotive Sparepart & Consumeable > Jack > Hydraulic Jack,Not Match,4,7085803043,update product_category set plankton_id='7085819831' where id=3295;
1637,1636/1637/,Jack / Stand Jack,Stand Jack,7085817085,Automotive > Otomotive Sparepart & Consumeable > Jack > Stand Jack,Not Match,4,7085803043,update product_category set plankton_id='7085817085' where id=1637;
1865,1865/,Jam,Jam,3414269,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Jam,Not Match,3,3414173,update product_category set plankton_id='3414269' where id=1865;
4252,1865/4252/,Jam / Jam Dinding,Jam Dinding,3414285,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Jam > Jam Dinding,Not Match,4,3414269,update product_category set plankton_id='3414285' where id=4252;
1866,1865/1866/,Jam / Jam Meja,Jam Meja,3414301,Furnitur & Perlengkapan Rumah Tangga > Dekorasi Ruangan > Jam > Jam Meja,Not Match,4,3414269,update product_category set plankton_id='3414301' where id=1866;
2673,2673/,Jam Tangan Pria,Jam Tangan Pria,3436010,Fashion & Busana Pria > Jam Tangan Pria,Not Match,2,3434890,update product_category set plankton_id='3436010' where id=2673;
3897,2673/3897/,Jam Tangan Pria / Jam Tangan Pria Casual,Jam Tangan Pria Casual,3436042,Fashion & Busana Pria > Jam Tangan Pria > Jam Tangan Pria Casual,Not Match,3,3436010,update product_category set plankton_id='3436042' where id=3897;
2674,2673/2674/,Jam Tangan Pria / Jam Tangan Pria Fashion,Jam Tangan Pria Fashion,3436074,Fashion & Busana Pria > Jam Tangan Pria > Jam Tangan Pria Fashion,Not Match,3,3436010,update product_category set plankton_id='3436074' where id=2674;
4311,2673/4311/,Jam Tangan Pria / Jam Tangan Pria Mewah,Jam Tangan Pria Mewah,3436058,Fashion & Busana Pria > Jam Tangan Pria > Jam Tangan Pria Mewah,Not Match,3,3436010,update product_category set plankton_id='3436058' where id=4311;
2853,2673/2853/,Jam Tangan Pria / Jam Tangan Pria Sport,Jam Tangan Pria Sport,3436026,Fashion & Busana Pria > Jam Tangan Pria > Jam Tangan Pria Sport,Not Match,3,3436010,update product_category set plankton_id='3436026' where id=2853;
3269,2673/3269/,Jam Tangan Pria / Strap & Aksesori Jam Tangan,Strap & Aksesori Jam Tangan,3436090,Fashion & Busana Pria > Jam Tangan Pria > Strap & Aksesori Jam Tangan,Not Match,3,3436010,update product_category set plankton_id='3436090' where id=3269;
2435,2435/,Jam Tangan Wanita,Jam Tangan Wanita,3437743,Fashion & Busana Wanita > Jam Tangan Wanita,Not Match,2,3437735,update product_category set plankton_id='3437743' where id=2435;
3904,2435/3904/,Jam Tangan Wanita / Jam Tangan Wanita Casual,Jam Tangan Wanita Casual,3437806,Fashion & Busana Wanita > Jam Tangan Wanita > Jam Tangan Wanita Casual,Not Match,3,3437743,update product_category set plankton_id='3437806' where id=3904;
2753,2435/2753/,Jam Tangan Wanita / Jam Tangan Wanita Fashion,Jam Tangan Wanita Fashion,3437790,Fashion & Busana Wanita > Jam Tangan Wanita > Jam Tangan Wanita Fashion,Not Match,3,3437743,update product_category set plankton_id='3437790' where id=2753;
2436,2435/2436/,Jam Tangan Wanita / Jam Tangan Wanita Mewah,Jam Tangan Wanita Mewah,3437758,Fashion & Busana Wanita > Jam Tangan Wanita > Jam Tangan Wanita Mewah,Not Match,3,3437743,update product_category set plankton_id='3437758' where id=2436;
2790,2435/2790/,Jam Tangan Wanita / Jam Tangan Wanita Sport,Jam Tangan Wanita Sport,3437774,Fashion & Busana Wanita > Jam Tangan Wanita > Jam Tangan Wanita Sport,Not Match,3,3437743,update product_category set plankton_id='3437774' where id=2790;
270,270/,Jangka Sorong,Jangka Sorong,,,-,-,,
271,270/271/,Jangka Sorong / Jangka Sorong Dial,Jangka Sorong Dial,,,-,-,,
2574,270/2574/,Jangka Sorong / Jangka Sorong Digital,Jangka Sorong Digital,,,-,-,,
3901,270/3901/,Jangka Sorong / Jangka Sorong Manual,Jangka Sorong Manual,,,-,-,,
488,488/,Jus Buah & Sayuran,Jus Buah & Sayuran,3441915,Makanan & Kebutuhan Harian > Minuman > Jus Buah & Sayuran,Not Match,3,3441586,update product_category set plankton_id='3441915' where id=488;
489,488/489/,Jus Buah & Sayuran / Jus Buah Kemasan Literan,Jus Buah Kemasan Literan,3441979,Makanan & Kebutuhan Harian > Minuman > Jus Buah & Sayuran > Jus Buah Kemasan Literan,Not Match,4,3441915,update product_category set plankton_id='3441979' where id=489;
2159,488/2159/,Jus Buah & Sayuran / Jus Buah Kemasan Siap Minum,Jus Buah Kemasan Siap Minum,3441947,Makanan & Kebutuhan Harian > Minuman > Jus Buah & Sayuran > Jus Buah Kemasan Siap Minum,Not Match,4,3441915,update product_category set plankton_id='3441947' where id=2159;
3918,488/3918/,Jus Buah & Sayuran / Jus Sayuran Kemasan Siap Minum,Jus Sayuran Kemasan Siap Minum,3441963,Makanan & Kebutuhan Harian > Minuman > Jus Buah & Sayuran > Jus Sayuran Kemasan Siap Minum,Not Match,4,3441915,update product_category set plankton_id='3441963' where id=3918;
3922,488/3922/,Jus Buah & Sayuran / Minuman Serbuk Rasa Buah,Minuman Serbuk Rasa Buah,3441931,Makanan & Kebutuhan Harian > Minuman > Jus Buah & Sayuran > Minuman Serbuk Rasa Buah,Not Match,4,3441915,update product_category set plankton_id='3441931' where id=3922;
762,762/,Kacamata & Alat Bantu Pendengaran,Kacamata & Alat Bantu Pendengaran,3446886,Kesehatan dan Perawatan > Perlengkapan Medis > Kacamata & Alat Bantu Pendengaran,Not Match,3,3446071,update product_category set plankton_id='3446886' where id=762;
763,762/763/,Kacamata & Alat Bantu Pendengaran / Alat Bantu Pendengaran,Alat Bantu Pendengaran,3446902,Kesehatan dan Perawatan > Perlengkapan Medis > Kacamata & Alat Bantu Pendengaran > Alat Bantu Pendengaran,Not Match,4,3446886,update product_category set plankton_id='3446902' where id=763;
2931,762/2931/,Kacamata & Alat Bantu Pendengaran / Kacamata Baca,Kacamata Baca,3446918,Kesehatan dan Perawatan > Perlengkapan Medis > Kacamata & Alat Bantu Pendengaran > Kacamata Baca,Not Match,4,3446886,update product_category set plankton_id='3446918' where id=2931;
3861,762/3861/,Kacamata & Alat Bantu Pendengaran / Kacamata Frame,Kacamata Frame,3446934,Kesehatan dan Perawatan > Perlengkapan Medis > Kacamata & Alat Bantu Pendengaran > Kacamata Frame,Not Match,4,3446886,update product_category set plankton_id='3446934' where id=3861;
88,88/,Kacamata Pria & Aksesorisnya,Kacamata Pria & Aksesorisnya,3435025,Fashion & Busana Pria > Aksesoris Pria > Kacamata Pria & Aksesorisnya,Not Match,3,3434961,update product_category set plankton_id='3435025' where id=88;
481,88/481/,Kacamata Pria & Aksesorisnya / Kacamata Hitam Pria,Kacamata Hitam Pria,3435041,Fashion & Busana Pria > Aksesoris Pria > Kacamata Pria & Aksesorisnya > Kacamata Hitam Pria,Not Match,4,3435025,update product_category set plankton_id='3435041' where id=481;
3835,88/3835/,Kacamata Pria & Aksesorisnya / Pembersih Kacamata Pria,Pembersih Kacamata Pria,3435082,Fashion & Busana Pria > Aksesoris Pria > Kacamata Pria & Aksesorisnya > Pembersih Kacamata Pria,Not Match,4,3435025,update product_category set plankton_id='3435082' where id=3835;
89,88/89/,Kacamata Pria & Aksesorisnya / Tempat Kacamata Pria,Tempat Kacamata Pria,3435066,Fashion & Busana Pria > Aksesoris Pria > Kacamata Pria & Aksesorisnya > Tempat Kacamata Pria,Not Match,4,3435025,update product_category set plankton_id='3435066' where id=89;
3376,3376/,Kalkulator & Kamus Digital,Kalkulator & Kamus Digital,3462541,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital,Not Match,3,3462525,update product_category set plankton_id='3462541' where id=3376;
3630,3376/3630/,Kalkulator & Kamus Digital / Aksesori Kalkulator,Aksesori Kalkulator,3462621,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital > Aksesori Kalkulator,Not Match,4,3462541,update product_category set plankton_id='3462621' where id=3630;
3517,3376/3517/,Kalkulator & Kamus Digital / Kalkulator Office / Pocket,Kalkulator Office / Pocket,3462589,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital > Kalkulator Office / Pocket,Not Match,4,3462541,update product_category set plankton_id='3462589' where id=3517;
3781,3376/3781/,Kalkulator & Kamus Digital / Kalkulator Printing,Kalkulator Printing,3462557,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital > Kalkulator Printing,Not Match,4,3462541,update product_category set plankton_id='3462557' where id=3781;
3377,3376/3377/,Kalkulator & Kamus Digital / Kalkulator Scientific,Kalkulator Scientific,3462573,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital > Kalkulator Scientific,Not Match,4,3462541,update product_category set plankton_id='3462573' where id=3377;
4207,3376/4207/,Kalkulator & Kamus Digital / Kamus Digital,Kamus Digital,3462605,Alat Tulis & Perlengkapan Kerja > Berkas & Perangkat Kerja > Kalkulator & Kamus Digital > Kamus Digital,Not Match,4,3462541,update product_category set plankton_id='3462605' where id=4207;
1378,1378/,Kaos Kaki Wanita,Kaos Kaki Wanita,3438750,Fashion & Busana Wanita > Sepatu Wanita > Kaos Kaki Wanita,Not Match,3,3438638,update product_category set plankton_id='3438750' where id=1378;
2348,1378/2348/,Kaos Kaki Wanita / Kaos Kaki Casual Wanita,Kaos Kaki Casual Wanita,3438766,Fashion & Busana Wanita > Sepatu Wanita > Kaos Kaki Wanita > Kaos Kaki Casual Wanita,Not Match,4,3438750,update product_category set plankton_id='3438766' where id=2348;
2082,1378/2082/,Kaos Kaki Wanita / Kaos Kaki Formal Wanita,Kaos Kaki Formal Wanita,3438814,Fashion & Busana Wanita > Sepatu Wanita > Kaos Kaki Wanita > Kaos Kaki Formal Wanita,Not Match,4,3438750,update product_category set plankton_id='3438814' where id=2082;
1379,1378/1379/,Kaos Kaki Wanita / Kaos Kaki Olahraga Wanita,Kaos Kaki Olahraga Wanita,3438782,Fashion & Busana Wanita > Sepatu Wanita > Kaos Kaki Wanita > Kaos Kaki Olahraga Wanita,Not Match,4,3438750,update product_category set plankton_id='3438782' where id=1379;
2971,1378/2971/,Kaos Kaki Wanita / Stocking & Tights Wanita,Stocking & Tights Wanita,3438798,Fashion & Busana Wanita > Sepatu Wanita > Kaos Kaki Wanita > Stocking & Tights Wanita,Not Match,4,3438750,update product_category set plankton_id='3438798' where id=2971;
631,631/,Kartu Perdana Seluler,Kartu Perdana Seluler,2595981890,Produk Prabayar & Voucher > Kartu Perdana Seluler,Not Match,2,3464689,update product_category set plankton_id='2595981890' where id=631;
4132,631/4132/,Kartu Perdana Seluler / Kartu Perdana Indosat,Kartu Perdana Indosat,2595982491,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana Indosat,Not Match,3,2595981890,update product_category set plankton_id='2595982491' where id=4132;
2614,631/2614/,Kartu Perdana Seluler / Kartu Perdana Lainnya,Kartu Perdana Lainnya,2682991107,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana Lainnya,Not Match,3,2595981890,update product_category set plankton_id='2682991107' where id=2614;
3248,631/3248/,Kartu Perdana Seluler / Kartu Perdana Smartfren,Kartu Perdana Smartfren,2595983013,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana Smartfren,Not Match,3,2595981890,update product_category set plankton_id='2595983013' where id=3248;
2453,631/2453/,Kartu Perdana Seluler / Kartu Perdana Telkomsel,Kartu Perdana Telkomsel,2595982252,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana Telkomsel,Not Match,3,2595981890,update product_category set plankton_id='2595982252' where id=2453;
2056,631/2056/,Kartu Perdana Seluler / Kartu Perdana Tri,Kartu Perdana Tri,2595982921,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana Tri,Not Match,3,2595981890,update product_category set plankton_id='2595982921' where id=2056;
632,631/632/,Kartu Perdana Seluler / Kartu Perdana XL,Kartu Perdana XL,2595982578,Produk Prabayar & Voucher > Kartu Perdana Seluler > Kartu Perdana XL,Not Match,3,2595981890,update product_category set plankton_id='2595982578' where id=632;
92,92/,Katrol,Katrol,,,-,-,,
93,92/93/,Katrol / Katrol Elektrik,Katrol Elektrik,,,-,-,,
289,92/289/,Katrol / Katrol Manual,Katrol Manual,,,-,-,,
3100,92/3100/,Katrol / Katrol Udara,Katrol Udara,,,-,-,,
387,387/,Kebutuhan Berkebun,Kebutuhan Berkebun,3414701,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun,Not Match,2,3413268,update product_category set plankton_id='3414701' where id=387;
388,387/388/,Kebutuhan Berkebun / Bibit / Benih,Bibit / Benih,3414717,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Bibit / Benih,Not Match,3,3414701,update product_category set plankton_id='3414717' where id=388;
707,387/388/707/,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Buah Buahan,Bibit / Benih Buah Buahan,3414765,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Bibit / Benih > Bibit / Benih Buah Buahan,Not Match,4,3414717,update product_category set plankton_id='3414765' where id=707;
657,387/388/657/,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Sayuran,Bibit / Benih Sayuran,3414749,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Bibit / Benih > Bibit / Benih Sayuran,Not Match,4,3414717,update product_category set plankton_id='3414749' where id=657;
3659,387/388/3659/,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Tanaman Herba,Bibit / Benih Tanaman Herba,3414733,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Bibit / Benih > Bibit / Benih Tanaman Herba,Not Match,4,3414717,update product_category set plankton_id='3414733' where id=3659;
1179,387/388/1179/,Kebutuhan Berkebun / Bibit / Benih / Bibit / Benih Tanaman Hias,Bibit / Benih Tanaman Hias,3414781,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Bibit / Benih > Bibit / Benih Tanaman Hias,Not Match,4,3414717,update product_category set plankton_id='3414781' where id=1179;
3413,387/3413/,Kebutuhan Berkebun / Pupuk,Pupuk,11013455933,Furnitur & Perlengkapan Rumah Tangga > Kebutuhan Berkebun > Pupuk,Not Match,3,3414701,update product_category set plankton_id='11013455933' where id=3413;
363,363/,Kebutuhan Cuci & Setrika Baju,Kebutuhan Cuci & Setrika Baju,3442155,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci & Setrika Baju,Not Match,3,3442123,update product_category set plankton_id='3442155' where id=363;
3805,363/3805/,Kebutuhan Cuci & Setrika Baju / Detergen,Detergen,3442187,Makanan & Kebutuhan Harian > Kebutuhan Rumah Tangga > Kebutuhan Cuci & Setrika Baju > Detergen,Not Match,4,3442155,update product_category set plankton_id='3442187' where id=3805;
